Column1,Column2,Column3,Column4
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
1,1,MATCH,1
0,1,NOT MATCH,1
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
1,1,MATCH,0
